ticker,priceToEarning.top200AvgValue,priceToEarning.industryAvgValue,valueBeforeEbitda.top200AvgValue,valueBeforeEbitda.industryAvgValue,priceToBook.top200AvgValue,priceToBook.industryAvgValue,dividend.top200AvgValue,dividend.industryAvgValue,roe.top200AvgValue,roe.industryAvgValue,roa.top200AvgValue,roa.industryAvgValue,grossProfitMargin.top200AvgValue,grossProfitMargin.industryAvgValue,operatingProfitMargin.top200AvgValue,operatingProfitMargin.industryAvgValue,postTaxMargin.top200AvgValue,postTaxMargin.industryAvgValue,debtOnEquity.top200AvgValue,debtOnEquity.industryAvgValue,debtOnAsset.top200AvgValue,debtOnAsset.industryAvgValue,debtOnEbitda.top200AvgValue,debtOnEbitda.industryAvgValue,shortOnLongDebt.top200AvgValue,shortOnLongDebt.industryAvgValue,ebitOnInterest.top200AvgValue,ebitOnInterest.industryAvgValue,assetOnEquity.top200AvgValue,assetOnEquity.industryAvgValue,cashOnEquity.top200AvgValue,cashOnEquity.industryAvgValue,cashOnCapitalize.top200AvgValue,cashOnCapitalize.industryAvgValue,currentPayment.top200AvgValue,currentPayment.industryAvgValue,quickPayment.top200AvgValue,quickPayment.industryAvgValue,daysReceivable.top200AvgValue,daysReceivable.industryAvgValue,daysInventory.top200AvgValue,daysInventory.industryAvgValue,daysPayable.top200AvgValue,daysPayable.industryAvgValue,cashCirculation.top200AvgValue,cashCirculation.industryAvgValue,revenueOnWorkCapital.top200AvgValue,revenueOnWorkCapital.industryAvgValue,revenueOnAsset.top200AvgValue,revenueOnAsset.industryAvgValue,ebitOnRevenue.top200AvgValue,ebitOnRevenue.industryAvgValue,netDebtOnEbitda.top200AvgValue,netDebtOnEbitda.industryAvgValue,netDebtOnEquity.top200AvgValue,netDebtOnEquity.industryAvgValue,priceToSales.top200AvgValue,priceToSales.industryAvgValue,costOfFinancing.industryAvgValue,interestMargin.industryAvgValue,nonInterestOnToi.industryAvgValue,costToIncome.industryAvgValue,preProvisionOnToi.industryAvgValue,postTaxOnToi.industryAvgValue,depositOnEarnAsset.industryAvgValue,cancelDebt.industryAvgValue,badDebtPercentage.industryAvgValue,provisionOnBadDebt.industryAvgValue,loanOnDeposit.industryAvgValue,equityOnTotalAsset.industryAvgValue,badDebtOnAsset.industryAvgValue
FUEFCV50,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUEBFVND,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUESSV50,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
E1VFVN30,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUESSVFL,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUEMAV30,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUESSV30,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUEVFVND,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUEVN100,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FUCVREIT,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
ABW,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
AGR,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
APG,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
APS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
BCG,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
BMS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
BSI,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
BVS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
TIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.099,-0.053,0.339,0.58,0.145,0.062,0.081,0.109,0.725,11.395,0.598,0.071
CTS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
DSC,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
EVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.099,-0.053,0.339,0.58,0.145,0.062,0.081,0.109,0.725,11.395,0.598,0.071
FIT,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
ART,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
FTS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
AAS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
HBS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
HCM,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
HAC,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
IBC,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
IVS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
EVS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
OGC,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
ORS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
CSI,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
PHS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
PSI,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
SBS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
SHS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
TCI,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
MBS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
TVB,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
TVC,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
TVS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VCI,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VDS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VFS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VUA,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VIG,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VIX,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
VND,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
WSS,14.4,28.1,13,18.2,1.7,1.5,0,0,0.094,0.057,0.031,0.031,0.29,0.637,0.15,0.451,0.117,0.308,1.4,0.6,0.6,0.3,2.2,1.4,1,0.5,2.8,1.1,2.5,1.7,0.1,0.134,0.06,0.099,1.7,3.9,1.4,3.8,147,1077,81,118,33,8,0.2,0.3,2.1,0.3,0.4,0.2,0.15,0.451,2.2,1.4,0.6,0.2,2,6.5,,,,,,,,,,,,,
BVL,14.4,15.3,13,12.4,1.7,1.2,0,0,0.094,0.024,0.031,0.009,0.29,0.348,0.15,0.172,0.117,0.157,1.4,1.2,0.6,0.5,2.2,1,1,0.8,2.8,1.3,2.5,2.3,0.1,0.034,0.06,0.042,1.7,1.7,1.4,1.2,147,512,81,506,33,63,0.2,0.1,2.1,0.5,0.4,0.1,0.15,0.172,2.2,1,0.6,0.2,2,4.5,,,,,,,,,,,,,
SSH,14.4,15.3,13,12.4,1.7,1.2,0,0,0.094,0.024,0.031,0.009,0.29,0.348,0.15,0.172,0.117,0.157,1.4,1.2,0.6,0.5,2.2,1,1,0.8,2.8,1.3,2.5,2.3,0.1,0.034,0.06,0.042,1.7,1.7,1.4,1.2,147,512,81,506,33,63,0.2,0.1,2.1,0.5,0.4,0.1,0.15,0.172,2.2,1,0.6,0.2,2,4.5,,,,,,,,,,,,,
BIG,14.4,15.3,13,12.4,1.7,1.2,0,0,0.094,0.024,0.031,0.009,0.29,0.348,0.15,0.172,0.117,0.157,1.4,1.2,0.6,0.5,2.2,1,1,0.8,2.8,1.3,2.5,2.3,0.1,0.034,0.06,0.042,1.7,1.7,1.4,1.2,147,512,81,506,33,63,0.2,0.1,2.1,0.5,0.4,0.1,0.15,0.172,2.2,1,0.6,0.2,2,4.5,,,,,,,,,,,,,
MGR,14.4,15.3,13,12.4,1.7,1.2,0,0,0.094,0.024,0.031,0.009,0.29,0.348,0.15,0.172,0.117,0.157,1.4,1.2,0.6,0.5,2.2,1,1,0.8,2.8,1.3,2.5,2.3,0.1,0.034,0.06,0.042,1.7,1.7,1.4,1.2,147,512,81,506,33,63,0.2,0.1,2.1,0.5,0.4,0.1,0.15,0.172,2.2,1,0.6,0.2,2,4.5,,,,,,,,,,,,,
AAV,14.4,15.3,13,12.4,1.7,1.2,0,0,0.094,0.024,0.031,0.009,0.29,0.348,0.15,0.172,0.117,0.157,1.4,1.2,0.6,0.5,2.2,1,1,0.8,2.8,1.3,2.5,2.3,0.1,0.034,0.06,0.042,1.7,1.7,1.4,1.2,147,512,81,506,33,63,0.2,0.1,2.1,0.5,0.4,0.1,0.15,0.172,2.2,1,0.6,0.2,2,4.5,,,,,,,,,,,,,
