ticker,time,orderType,volume,price,prevPriceChange
DGT,13:23:03,Buy Up,1200.0,5700.0,0.0
DGT,13:22:08,Buy Up,2600.0,5700.0,0.0
DGT,13:21:50,Sell Down,200.0,5700.0,0.0
DGT,13:20:08,Sell Down,1000.0,5700.0,0.0
DGT,13:18:48,Sell Down,200.0,5700.0,0.0
DGT,13:18:33,Sell Down,100.0,5700.0,0.0
DGT,13:18:30,Sell Down,1000.0,5700.0,0.0
DGT,13:17:54,Buy Up,3600.0,5700.0,0.0
DGT,13:17:22,Buy Up,1000.0,5700.0,0.0
DGT,13:17:11,Buy Up,500.0,5700.0,0.0
DGT,13:15:09,Buy Up,500.0,5700.0,0.0
DGT,13:14:58,Buy Up,100.0,5700.0,0.0
DGT,13:13:22,Buy Up,100.0,5700.0,0.0
DGT,13:13:16,Buy Up,100.0,5700.0,0.0
DGT,13:13:13,Buy Up,400.0,5700.0,0.0
DGT,13:11:58,Buy Up,1000.0,5700.0,0.0
DGT,13:11:10,Buy Up,100.0,5700.0,0.0
DGT,13:10:51,Buy Up,800.0,5700.0,0.0
DGT,13:09:56,Buy Up,800.0,5700.0,0.0
DGT,13:05:49,Buy Up,1000.0,5700.0,0.0
DGT,13:02:40,Sell Down,3000.0,5700.0,0.0
DGT,13:01:34,Sell Down,100.0,5700.0,0.0
DGT,13:00:21,Buy Up,6900.0,5700.0,-100.0
DGT,13:00:01,Buy Up,300.0,5800.0,0.0
DGT,11:29:26,Buy Up,100.0,5800.0,100.0
DGT,11:13:23,Buy Up,3700.0,5700.0,0.0
DGT,11:06:03,Sell Down,4800.0,5700.0,0.0
DGT,11:03:43,Sell Down,1000.0,5700.0,-100.0
DGT,10:56:02,Buy Up,100.0,5800.0,100.0
DGT,10:54:54,Sell Down,500.0,5700.0,0.0
DGT,10:54:11,Sell Down,1000.0,5700.0,0.0
DGT,10:51:19,Buy Up,1000.0,5700.0,0.0
DGT,10:48:11,Buy Up,1000.0,5700.0,0.0
DGT,10:45:53,Buy Up,2400.0,5700.0,0.0
DGT,10:45:22,Sell Down,100.0,5700.0,-100.0
DGT,10:42:15,Buy Up,100.0,5800.0,100.0
DGT,10:41:53,Sell Down,200.0,5700.0,0.0
DGT,10:41:10,Sell Down,3000.0,5700.0,0.0
DGT,10:39:44,Sell Down,500.0,5700.0,0.0
DGT,10:36:16,Buy Up,500.0,5700.0,100.0
DGT,10:35:31,Sell Down,3100.0,5600.0,-100.0
DGT,10:34:58,Buy Up,900.0,5700.0,0.0
DGT,10:34:44,Sell Down,100.0,5700.0,0.0
DGT,10:32:58,Buy Up,2000.0,5700.0,0.0
DGT,10:32:42,Buy Up,500.0,5700.0,0.0
DGT,10:32:29,Buy Up,500.0,5700.0,0.0
DGT,10:31:05,Buy Up,5000.0,5700.0,0.0
DGT,10:30:26,Buy Up,2000.0,5700.0,0.0
DGT,10:29:40,Sell Down,400.0,5700.0,0.0
DGT,10:28:44,Buy Up,600.0,5700.0,0.0
DGT,10:26:07,Sell Down,100.0,5700.0,0.0
DGT,10:24:10,Sell Down,100.0,5700.0,0.0
DGT,10:23:40,Sell Down,3200.0,5700.0,0.0
DGT,10:22:32,Buy Up,5000.0,5700.0,0.0
DGT,10:21:13,Buy Up,2500.0,5700.0,0.0
DGT,10:20:55,Buy Up,4300.0,5700.0,0.0
DGT,10:18:58,Buy Up,500.0,5700.0,0.0
DGT,10:11:30,Buy Up,300.0,5700.0,0.0
DGT,10:11:05,Buy Up,100.0,5700.0,0.0
DGT,10:10:57,Buy Up,3000.0,5700.0,0.0
DGT,10:07:24,Buy Up,5000.0,5700.0,0.0
DGT,10:03:23,Buy Up,500.0,5700.0,0.0
DGT,10:00:58,Buy Up,1000.0,5700.0,0.0
DGT,10:00:47,Buy Up,200.0,5700.0,0.0
DGT,09:59:11,Buy Up,800.0,5700.0,0.0
DGT,09:58:36,Sell Down,1200.0,5700.0,0.0
DGT,09:58:04,Sell Down,5000.0,5700.0,0.0
DGT,09:56:54,Buy Up,800.0,5700.0,0.0
DGT,09:56:46,Buy Up,5000.0,5700.0,0.0
DGT,09:56:40,Buy Up,15000.0,5700.0,0.0
DGT,09:53:39,Buy Up,2000.0,5700.0,0.0
DGT,09:51:49,Buy Up,2400.0,5700.0,0.0
DGT,09:45:37,Sell Down,1800.0,5700.0,0.0
DGT,09:45:22,Sell Down,35000.0,5700.0,0.0
DGT,09:41:10,Sell Down,700.0,5700.0,0.0
DGT,09:32:49,Sell Down,100.0,5700.0,0.0
DGT,09:30:07,Sell Down,1000.0,5700.0,0.0
DGT,09:30:01,Sell Down,9000.0,5700.0,-100.0
DGT,09:29:49,Buy Up,100.0,5800.0,0.0
DGT,09:29:17,Buy Up,10000.0,5800.0,0.0
DGT,09:22:02,Buy Up,2000.0,5800.0,0.0
DGT,09:22:01,Buy Up,3000.0,5800.0,0.0
DGT,09:21:16,Sell Down,1100.0,5800.0,0.0
DGT,09:21:15,Sell Down,1400.0,5800.0,0.0
DGT,09:21:05,Sell Down,3000.0,5800.0,0.0
DGT,09:20:59,Sell Down,6000.0,5800.0,0.0
DGT,09:19:38,Sell Down,200.0,5800.0,0.0
DGT,09:19:33,Sell Down,400.0,5800.0,0.0
DGT,09:18:48,Sell Down,300.0,5800.0,0.0
DGT,09:18:24,Sell Down,100.0,5800.0,-100.0
DGT,09:18:11,Buy Up,1000.0,5900.0,0.0
DGT,09:16:18,Buy Up,2600.0,5900.0,0.0
DGT,09:15:43,Buy Up,500.0,5900.0,100.0
DGT,09:13:57,Sell Down,5000.0,5800.0,0.0
DGT,09:13:55,Buy Up,5000.0,5800.0,0.0
DGT,09:13:54,Buy Up,5000.0,5800.0,0.0
DGT,09:13:52,Buy Up,18300.0,5800.0,0.0
DGT,09:13:43,Buy Up,1000.0,5800.0,0.0
DGT,09:13:34,Buy Up,3000.0,5800.0,0.0
DGT,09:13:25,Buy Up,3000.0,5800.0,0.0
DGT,09:13:17,Buy Up,5000.0,5800.0,0.0
DGT,09:12:43,Buy Up,3000.0,5800.0,0.0
DGT,09:09:46,Buy Up,1000.0,5800.0,100.0
DGT,09:08:49,Sell Down,700.0,5700.0,0.0
DGT,09:03:29,Buy Up,2600.0,5700.0,0.0
DGT,09:03:15,Buy Up,20000.0,5700.0,-100.0
DGT,09:00:35,Buy Up,10000.0,5800.0,200.0
DGT,09:00:27,Sell Down,24700.0,5600.0,0.0
DGT,09:00:19,Buy Up,300.0,5600.0,-100.0
DGT,09:00:15,Buy Up,100.0,5700.0,0.0
