ticker,time,orderType,volume,price,prevPriceChange
D2D,10:35:50,Buy Up,100.0,25250.0,0.0
D2D,10:21:01,Sell Down,300.0,25250.0,50.0
D2D,10:04:10,Sell Down,1000.0,25200.0,-100.0
D2D,09:57:35,Buy Up,1000.0,25300.0,0.0
D2D,09:57:35,Buy Up,500.0,25300.0,150.0
D2D,09:53:54,Sell Down,1100.0,25150.0,-50.0
D2D,09:53:54,Sell Down,400.0,25200.0,0.0
D2D,09:42:25,Sell Down,600.0,25200.0,0.0
D2D,09:42:25,Sell Down,400.0,25200.0,-100.0
D2D,09:25:19,Buy Up,1000.0,25300.0,0.0
D2D,09:25:19,Buy Up,400.0,25300.0,0.0
D2D,09:25:19,Buy Up,100.0,25300.0,100.0
D2D,09:15:00,,100.0,25200.0,0.0
