ticker,time,orderType,volume,price,prevPriceChange
POW,10:25:56,Sell Down,200.0,11400.0,0.0
POW,10:25:53,Sell Down,500.0,11400.0,0.0
POW,10:25:46,Sell Down,100.0,11400.0,0.0
POW,10:25:40,Sell Down,1000.0,11400.0,0.0
POW,10:25:31,Sell Down,100.0,11400.0,0.0
POW,10:25:27,Sell Down,800.0,11400.0,0.0
POW,10:25:11,Sell Down,1200.0,11400.0,0.0
POW,10:25:10,Sell Down,2900.0,11400.0,0.0
POW,10:24:18,Sell Down,100.0,11400.0,-50.0
POW,10:23:59,Buy Up,400.0,11450.0,50.0
POW,10:23:49,Sell Down,200.0,11400.0,0.0
POW,10:22:51,Sell Down,3000.0,11400.0,0.0
POW,10:22:50,Sell Down,2000.0,11400.0,0.0
POW,10:21:48,Sell Down,500.0,11400.0,-50.0
POW,10:21:39,Buy Up,400.0,11450.0,50.0
POW,10:21:30,Sell Down,100.0,11400.0,0.0
POW,10:20:50,Sell Down,800.0,11400.0,0.0
POW,10:20:44,Sell Down,500.0,11400.0,0.0
POW,10:20:03,Sell Down,200.0,11400.0,0.0
POW,10:20:03,Sell Down,800.0,11400.0,0.0
POW,10:19:47,Sell Down,300.0,11400.0,0.0
POW,10:19:36,Sell Down,700.0,11400.0,0.0
POW,10:19:36,Sell Down,300.0,11400.0,0.0
POW,10:19:34,Sell Down,100.0,11400.0,0.0
POW,10:19:34,Sell Down,300.0,11400.0,0.0
POW,10:18:59,Sell Down,200.0,11400.0,0.0
POW,10:18:59,Sell Down,2300.0,11400.0,0.0
POW,10:17:17,Sell Down,100.0,11400.0,0.0
POW,10:17:13,Sell Down,100.0,11400.0,0.0
POW,10:16:45,Sell Down,1000.0,11400.0,-50.0
POW,10:16:41,Buy Up,200.0,11450.0,50.0
POW,10:16:01,Sell Down,2000.0,11400.0,-50.0
POW,10:15:53,Buy Up,800.0,11450.0,50.0
POW,10:15:36,Sell Down,2000.0,11400.0,0.0
POW,10:13:44,Sell Down,200.0,11400.0,-50.0
POW,10:13:24,Buy Up,100.0,11450.0,50.0
POW,10:13:19,Sell Down,200.0,11400.0,-50.0
POW,10:12:02,Buy Up,100.0,11450.0,50.0
POW,10:11:31,Sell Down,1500.0,11400.0,-50.0
POW,10:11:03,Buy Up,200.0,11450.0,50.0
POW,10:10:47,Sell Down,4000.0,11400.0,0.0
POW,10:10:03,Sell Down,100.0,11400.0,-50.0
POW,10:09:19,Buy Up,100.0,11450.0,50.0
POW,10:08:51,Sell Down,1000.0,11400.0,0.0
POW,10:08:50,Sell Down,500.0,11400.0,0.0
POW,10:08:46,Sell Down,2000.0,11400.0,0.0
POW,10:08:23,Sell Down,3700.0,11400.0,0.0
POW,10:08:23,Sell Down,3000.0,11400.0,0.0
POW,10:08:23,Sell Down,200.0,11400.0,0.0
POW,10:08:23,Sell Down,400.0,11400.0,0.0
POW,10:08:23,Sell Down,2000.0,11400.0,0.0
POW,10:08:23,Sell Down,400.0,11400.0,0.0
POW,10:08:23,Sell Down,200.0,11400.0,0.0
POW,10:08:23,Sell Down,100.0,11400.0,0.0
POW,10:08:08,Sell Down,2500.0,11400.0,-50.0
POW,10:07:25,Buy Up,500.0,11450.0,0.0
POW,10:07:13,Buy Up,900.0,11450.0,50.0
POW,10:06:54,Sell Down,5900.0,11400.0,0.0
POW,10:06:54,Sell Down,4100.0,11400.0,0.0
POW,10:06:53,Sell Down,100.0,11400.0,0.0
POW,10:06:40,Sell Down,100.0,11400.0,0.0
POW,10:06:35,Sell Down,5700.0,11400.0,0.0
POW,10:06:35,Sell Down,1000.0,11400.0,0.0
POW,10:06:35,Sell Down,700.0,11400.0,0.0
POW,10:06:35,Sell Down,10000.0,11400.0,0.0
POW,10:06:35,Sell Down,2600.0,11400.0,0.0
POW,10:06:26,Sell Down,6500.0,11400.0,0.0
POW,10:06:14,Sell Down,2000.0,11400.0,0.0
POW,10:05:30,Sell Down,500.0,11400.0,0.0
POW,10:05:07,Sell Down,500.0,11400.0,0.0
POW,10:04:17,Sell Down,700.0,11400.0,0.0
POW,10:03:37,Sell Down,200.0,11400.0,0.0
POW,10:03:06,Sell Down,1000.0,11400.0,0.0
POW,10:03:00,Sell Down,1000.0,11400.0,0.0
POW,10:02:47,Sell Down,400.0,11400.0,0.0
POW,10:02:46,Sell Down,10000.0,11400.0,0.0
POW,10:02:46,Sell Down,200.0,11400.0,0.0
POW,10:02:42,Sell Down,400.0,11400.0,0.0
POW,10:02:37,Sell Down,400.0,11400.0,0.0
POW,10:02:33,Sell Down,400.0,11400.0,0.0
POW,10:02:29,Sell Down,15000.0,11400.0,0.0
POW,10:02:26,Sell Down,400.0,11400.0,0.0
POW,10:02:22,Sell Down,400.0,11400.0,0.0
POW,10:02:17,Sell Down,5000.0,11400.0,0.0
POW,10:01:09,Sell Down,400.0,11400.0,0.0
POW,10:01:04,Sell Down,400.0,11400.0,-50.0
POW,10:00:56,Buy Up,100.0,11450.0,50.0
POW,10:00:51,Sell Down,100.0,11400.0,0.0
POW,10:00:16,Sell Down,200.0,11400.0,0.0
POW,10:00:02,Sell Down,500.0,11400.0,0.0
POW,09:59:56,Sell Down,500.0,11400.0,0.0
POW,09:59:44,Sell Down,400.0,11400.0,0.0
POW,09:59:08,Sell Down,400.0,11400.0,-50.0
POW,09:58:23,Buy Up,100.0,11450.0,50.0
POW,09:57:55,Sell Down,1500.0,11400.0,0.0
POW,09:57:50,Sell Down,8000.0,11400.0,0.0
POW,09:57:35,Sell Down,400.0,11400.0,0.0
POW,09:57:29,Sell Down,400.0,11400.0,-50.0
POW,09:57:27,Buy Up,3000.0,11450.0,50.0
POW,09:57:27,Sell Down,500.0,11400.0,0.0
POW,09:57:26,Sell Down,6000.0,11400.0,0.0
POW,09:57:23,Sell Down,400.0,11400.0,0.0
POW,09:57:20,Sell Down,5000.0,11400.0,0.0
POW,09:57:17,Sell Down,400.0,11400.0,0.0
POW,09:57:16,Sell Down,25000.0,11400.0,0.0
POW,09:57:14,Sell Down,400.0,11400.0,0.0
POW,09:57:07,Sell Down,400.0,11400.0,0.0
POW,09:57:06,Sell Down,100.0,11400.0,0.0
POW,09:57:04,Sell Down,400.0,11400.0,0.0
POW,09:56:58,Sell Down,400.0,11400.0,0.0
POW,09:56:57,Sell Down,200.0,11400.0,0.0
POW,09:56:53,Sell Down,400.0,11400.0,0.0
POW,09:56:46,Sell Down,400.0,11400.0,0.0
POW,09:56:43,Sell Down,400.0,11400.0,0.0
POW,09:56:42,Sell Down,1000.0,11400.0,0.0
POW,09:56:39,Sell Down,20000.0,11400.0,0.0
POW,09:56:37,Sell Down,1000.0,11400.0,-50.0
POW,09:56:37,Buy Up,100.0,11450.0,50.0
POW,09:56:35,Sell Down,400.0,11400.0,0.0
POW,09:56:33,Sell Down,400.0,11400.0,0.0
POW,09:56:27,Sell Down,400.0,11400.0,0.0
POW,09:56:26,Sell Down,100.0,11400.0,0.0
POW,09:56:22,Sell Down,400.0,11400.0,0.0
POW,09:56:19,Sell Down,100.0,11400.0,0.0
POW,09:56:16,Sell Down,400.0,11400.0,0.0
POW,09:56:12,Sell Down,200.0,11400.0,0.0
POW,09:56:11,Sell Down,100.0,11400.0,-50.0
POW,09:55:58,Buy Up,1000.0,11450.0,50.0
POW,09:55:50,Sell Down,1000.0,11400.0,0.0
POW,09:55:50,Sell Down,1000.0,11400.0,0.0
POW,09:55:50,Sell Down,1000.0,11400.0,0.0
POW,09:55:50,Sell Down,1000.0,11400.0,0.0
POW,09:55:50,Sell Down,200.0,11400.0,0.0
POW,09:55:50,Sell Down,500.0,11400.0,0.0
POW,09:55:50,Sell Down,100.0,11400.0,0.0
POW,09:55:50,Sell Down,300.0,11400.0,0.0
POW,09:55:50,Sell Down,100.0,11400.0,0.0
POW,09:55:50,Sell Down,200.0,11400.0,0.0
POW,09:55:50,Sell Down,600.0,11400.0,0.0
POW,09:55:41,Sell Down,200.0,11400.0,0.0
POW,09:55:37,Sell Down,5000.0,11400.0,0.0
POW,09:55:27,Sell Down,400.0,11400.0,0.0
POW,09:55:03,Sell Down,100.0,11400.0,-50.0
POW,09:55:01,Buy Up,1000.0,11450.0,50.0
POW,09:54:55,Sell Down,500.0,11400.0,0.0
POW,09:53:54,Sell Down,200.0,11400.0,0.0
POW,09:53:42,Sell Down,3000.0,11400.0,0.0
POW,09:53:16,Sell Down,200.0,11400.0,-50.0
POW,09:52:46,Buy Up,500.0,11450.0,50.0
POW,09:52:38,Sell Down,600.0,11400.0,0.0
POW,09:52:24,Sell Down,500.0,11400.0,0.0
POW,09:52:07,Sell Down,2000.0,11400.0,0.0
POW,09:51:51,Sell Down,1100.0,11400.0,0.0
POW,09:51:39,Sell Down,2600.0,11400.0,0.0
POW,09:51:22,Sell Down,100.0,11400.0,0.0
POW,09:51:17,Sell Down,1000.0,11400.0,0.0
POW,09:51:14,Sell Down,800.0,11400.0,0.0
POW,09:50:35,Sell Down,400.0,11400.0,0.0
POW,09:50:33,Sell Down,400.0,11400.0,0.0
POW,09:50:32,Sell Down,300.0,11400.0,0.0
POW,09:50:32,Sell Down,600.0,11400.0,0.0
