ticker,time,orderType,volume,price,prevPriceChange
VPI,10:47:52,Buy Up,9000.0,55000.0,0.0
VPI,10:45:06,Buy Up,2800.0,55000.0,0.0
VPI,10:42:10,Sell Down,10000.0,55000.0,0.0
VPI,10:42:04,Sell Down,13400.0,55000.0,0.0
VPI,10:42:04,Sell Down,300.0,55000.0,0.0
VPI,10:41:48,Buy Up,8100.0,55000.0,0.0
VPI,10:41:39,Sell Down,17300.0,55000.0,0.0
VPI,10:41:39,Sell Down,1700.0,55000.0,0.0
VPI,10:41:22,Sell Down,21800.0,55000.0,0.0
VPI,10:41:22,Sell Down,8200.0,55000.0,0.0
VPI,10:41:06,Buy Up,15300.0,55000.0,0.0
VPI,10:36:25,Buy Up,3200.0,55000.0,0.0
VPI,10:36:17,Sell Down,6300.0,55000.0,0.0
VPI,10:36:17,Sell Down,300.0,55000.0,-100.0
VPI,10:36:08,Buy Up,8000.0,55100.0,0.0
VPI,10:36:01,Sell Down,10000.0,55100.0,0.0
VPI,10:35:53,Sell Down,13500.0,55100.0,0.0
VPI,10:35:45,Sell Down,2000.0,55100.0,0.0
VPI,10:35:45,Sell Down,4500.0,55100.0,0.0
VPI,10:35:21,Buy Up,6000.0,55100.0,100.0
VPI,10:28:00,Sell Down,200.0,55000.0,0.0
VPI,10:21:37,Sell Down,200.0,55000.0,-100.0
VPI,10:20:54,Sell Down,3000.0,55100.0,0.0
VPI,10:20:13,Sell Down,200.0,55100.0,0.0
VPI,10:16:56,Buy Up,2800.0,55100.0,0.0
VPI,10:16:48,Buy Up,16000.0,55100.0,0.0
VPI,10:16:38,Sell Down,1200.0,55100.0,0.0
VPI,10:16:17,Sell Down,4100.0,55100.0,0.0
VPI,10:16:07,Sell Down,8200.0,55100.0,0.0
VPI,10:16:07,Sell Down,1400.0,55100.0,0.0
VPI,10:15:32,Sell Down,5000.0,55100.0,0.0
VPI,10:15:32,Sell Down,5000.0,55100.0,0.0
VPI,10:15:15,Buy Up,1800.0,55100.0,0.0
VPI,10:15:07,Buy Up,9400.0,55100.0,0.0
VPI,10:14:58,Buy Up,4000.0,55100.0,0.0
VPI,10:14:58,Buy Up,5600.0,55100.0,100.0
VPI,10:14:44,Sell Down,6200.0,55000.0,-100.0
VPI,10:14:20,Buy Up,8400.0,55100.0,0.0
VPI,10:10:59,Buy Up,6600.0,55100.0,0.0
VPI,10:09:25,Buy Up,7000.0,55100.0,0.0
VPI,10:07:24,Buy Up,3600.0,55100.0,0.0
VPI,10:07:24,Buy Up,18500.0,55100.0,0.0
VPI,10:07:24,Buy Up,1900.0,55100.0,0.0
VPI,10:06:09,Buy Up,100.0,55100.0,100.0
VPI,10:04:30,Buy Up,2600.0,55000.0,100.0
VPI,10:04:11,Sell Down,200.0,54900.0,-100.0
VPI,10:02:51,Buy Up,6000.0,55000.0,0.0
VPI,10:02:34,Buy Up,10000.0,55000.0,0.0
VPI,10:02:20,Sell Down,1500.0,55000.0,0.0
VPI,10:01:57,Sell Down,20100.0,55000.0,0.0
VPI,10:01:48,Sell Down,200.0,55000.0,0.0
VPI,10:01:43,Sell Down,7800.0,55000.0,0.0
VPI,10:01:24,Sell Down,6100.0,55000.0,0.0
VPI,10:01:24,Sell Down,5700.0,55000.0,-100.0
VPI,10:00:44,Sell Down,4200.0,55100.0,0.0
VPI,10:00:40,Sell Down,200.0,55100.0,0.0
VPI,10:00:10,Sell Down,100.0,55100.0,0.0
VPI,09:59:46,Sell Down,300.0,55100.0,0.0
VPI,09:59:26,Sell Down,4100.0,55100.0,0.0
VPI,09:59:02,Sell Down,4700.0,55100.0,0.0
VPI,09:58:44,Sell Down,5000.0,55100.0,0.0
VPI,09:58:35,Buy Up,1000.0,55100.0,0.0
VPI,09:58:35,Buy Up,5300.0,55100.0,0.0
VPI,09:58:35,Buy Up,700.0,55100.0,0.0
VPI,09:58:35,Buy Up,900.0,55100.0,100.0
VPI,09:58:06,Buy Up,1000.0,55000.0,0.0
VPI,09:58:06,Buy Up,5300.0,55000.0,0.0
VPI,09:58:06,Buy Up,4900.0,55000.0,0.0
VPI,09:57:51,Buy Up,100.0,55000.0,0.0
VPI,09:57:51,Buy Up,4600.0,55000.0,0.0
VPI,09:57:51,Buy Up,2200.0,55000.0,100.0
VPI,09:57:20,Sell Down,400.0,54900.0,0.0
VPI,09:48:45,Sell Down,200.0,54900.0,0.0
VPI,09:31:27,Sell Down,200.0,54900.0,-100.0
VPI,09:31:02,Sell Down,2100.0,55000.0,0.0
VPI,09:30:29,Sell Down,4300.0,55000.0,0.0
VPI,09:30:03,Sell Down,4000.0,55000.0,0.0
VPI,09:29:46,Sell Down,3700.0,55000.0,0.0
VPI,09:29:43,Sell Down,200.0,55000.0,0.0
VPI,09:29:31,Sell Down,3600.0,55000.0,0.0
VPI,09:28:36,Sell Down,200.0,55000.0,0.0
VPI,09:25:06,Sell Down,1900.0,55000.0,0.0
VPI,09:25:06,Sell Down,1400.0,55000.0,0.0
