ticker,time,orderType,volume,price,prevPriceChange
ACB,10:26:54,Buy Up,700,25300.0,0.0
ACB,10:26:54,Buy Up,2700,25300.0,0.0
ACB,10:26:54,Buy Up,1100,25300.0,50.0
ACB,10:26:48,Sell Down,3200,25250.0,-50.0
ACB,10:26:45,Buy Up,3000,25300.0,50.0
ACB,10:26:43,Sell Down,5000,25250.0,-50.0
ACB,10:26:28,Buy Up,200,25300.0,0.0
ACB,10:26:14,Buy Up,700,25300.0,0.0
ACB,10:26:08,Sell Down,100,25300.0,50.0
ACB,10:26:01,Sell Down,100,25250.0,-50.0
ACB,10:26:01,Sell Down,100,25300.0,0.0
ACB,10:26:01,Sell Down,3000,25300.0,0.0
ACB,10:26:01,Sell Down,200,25300.0,0.0
ACB,10:26:01,Sell Down,100,25300.0,0.0
ACB,10:26:01,Sell Down,200,25300.0,0.0
ACB,10:26:01,Sell Down,100,25300.0,0.0
ACB,10:25:59,Sell Down,1900,25300.0,0.0
ACB,10:25:59,Sell Down,100,25300.0,0.0
ACB,10:25:59,Sell Down,500,25300.0,0.0
ACB,10:25:59,Sell Down,2500,25300.0,0.0
ACB,10:25:51,Sell Down,200,25300.0,0.0
ACB,10:25:44,Sell Down,7300,25300.0,0.0
ACB,10:25:44,Sell Down,100,25300.0,0.0
ACB,10:25:44,Sell Down,3000,25300.0,0.0
ACB,10:25:44,Sell Down,500,25300.0,0.0
ACB,10:25:44,Sell Down,10700,25300.0,0.0
ACB,10:25:36,Sell Down,5000,25300.0,0.0
ACB,10:25:34,Sell Down,1500,25300.0,0.0
ACB,10:25:25,Sell Down,2900,25300.0,0.0
ACB,10:25:25,Sell Down,100,25300.0,0.0
ACB,10:25:25,Sell Down,2800,25300.0,0.0
ACB,10:25:18,Sell Down,40000,25300.0,0.0
ACB,10:25:01,Sell Down,23900,25300.0,0.0
ACB,10:25:01,Sell Down,400,25300.0,0.0
ACB,10:24:42,Sell Down,10000,25300.0,-50.0
ACB,10:24:29,Buy Up,1200,25350.0,50.0
ACB,10:24:28,Sell Down,1500,25300.0,-50.0
ACB,10:24:13,Buy Up,500,25350.0,0.0
ACB,10:24:13,Buy Up,9800,25350.0,0.0
ACB,10:24:13,Buy Up,100,25350.0,0.0
