ticker,time,orderType,volume,price,prevPriceChange
PET,11:28:11,Sell Down,200.0,28050.0,0.0
PET,11:26:45,Sell Down,700.0,28050.0,0.0
PET,11:26:45,Sell Down,200.0,28050.0,0.0
PET,11:26:45,Sell Down,500.0,28050.0,0.0
PET,11:26:45,Sell Down,500.0,28050.0,0.0
PET,11:26:45,Sell Down,100.0,28050.0,0.0
PET,11:26:45,Sell Down,1000.0,28050.0,0.0
PET,11:26:06,Sell Down,200.0,28050.0,0.0
PET,11:23:17,Sell Down,800.0,28050.0,0.0
PET,11:23:17,Sell Down,200.0,28050.0,-50.0
PET,11:22:55,Sell Down,1000.0,28100.0,50.0
PET,11:22:17,Sell Down,1800.0,28050.0,0.0
PET,11:22:17,Sell Down,500.0,28050.0,0.0
PET,11:22:17,Sell Down,200.0,28050.0,0.0
PET,11:22:17,Sell Down,100.0,28050.0,0.0
PET,11:22:17,Sell Down,10900.0,28050.0,-50.0
PET,11:22:17,Sell Down,1000.0,28100.0,0.0
PET,11:22:17,Sell Down,500.0,28100.0,0.0
PET,11:21:34,Sell Down,200.0,28100.0,0.0
PET,11:21:34,Sell Down,2500.0,28100.0,0.0
PET,11:21:34,Sell Down,100.0,28100.0,0.0
PET,11:20:44,Buy Up,800.0,28100.0,0.0
PET,11:20:27,Buy Up,200.0,28100.0,0.0
PET,11:18:54,Sell Down,200.0,28100.0,0.0
PET,11:18:54,Sell Down,300.0,28100.0,0.0
PET,11:17:53,Sell Down,700.0,28100.0,50.0
PET,11:16:18,Sell Down,1900.0,28050.0,-50.0
PET,11:16:17,Sell Down,300.0,28100.0,0.0
PET,11:16:16,Buy Up,200.0,28100.0,50.0
PET,11:15:43,Sell Down,3000.0,28050.0,-50.0
PET,11:15:24,Buy Up,100.0,28100.0,0.0
PET,11:15:24,Buy Up,100.0,28100.0,0.0
PET,11:15:24,Buy Up,100.0,28100.0,0.0
PET,11:15:24,Buy Up,1000.0,28100.0,0.0
PET,11:15:24,Buy Up,500.0,28100.0,0.0
PET,11:15:24,Buy Up,100.0,28100.0,0.0
PET,11:15:24,Buy Up,300.0,28100.0,0.0
PET,11:14:20,Sell Down,100.0,28100.0,0.0
PET,11:13:06,Sell Down,1000.0,28100.0,0.0
PET,11:12:01,Sell Down,1000.0,28100.0,0.0
PET,11:11:59,Sell Down,200.0,28100.0,0.0
PET,11:11:59,Sell Down,100.0,28100.0,0.0
PET,11:05:55,Sell Down,900.0,28100.0,0.0
PET,11:05:30,Buy Up,100.0,28100.0,50.0
PET,11:05:24,Sell Down,100.0,28050.0,0.0
PET,11:03:13,Sell Down,800.0,28050.0,-50.0
PET,11:01:45,Sell Down,300.0,28100.0,0.0
PET,11:01:22,Sell Down,700.0,28100.0,0.0
PET,11:01:22,Sell Down,1000.0,28100.0,0.0
PET,10:59:25,Buy Up,400.0,28100.0,0.0
PET,10:58:41,Sell Down,1000.0,28100.0,0.0
PET,10:58:08,Sell Down,200.0,28100.0,0.0
PET,10:57:59,Buy Up,100.0,28100.0,-50.0
PET,10:57:58,Buy Up,200.0,28150.0,50.0
PET,10:57:30,Sell Down,1500.0,28100.0,0.0
PET,10:57:30,Sell Down,1000.0,28100.0,0.0
PET,10:57:30,Sell Down,3000.0,28100.0,0.0
PET,10:57:30,Sell Down,900.0,28100.0,0.0
PET,10:57:30,Sell Down,1000.0,28100.0,0.0
PET,10:57:30,Sell Down,1000.0,28100.0,0.0
PET,10:57:30,Sell Down,900.0,28100.0,0.0
PET,10:57:30,Sell Down,200.0,28100.0,0.0
PET,10:57:30,Sell Down,200.0,28100.0,0.0
PET,10:57:30,Sell Down,300.0,28100.0,0.0
PET,10:55:03,Sell Down,300.0,28100.0,0.0
PET,10:54:36,Sell Down,200.0,28100.0,-50.0
PET,10:54:10,Buy Up,200.0,28150.0,0.0
PET,10:46:51,Buy Up,800.0,28150.0,0.0
PET,10:38:49,Buy Up,3600.0,28150.0,0.0
PET,10:38:49,Buy Up,1000.0,28150.0,0.0
PET,10:38:49,Buy Up,400.0,28150.0,50.0
PET,10:38:35,Sell Down,200.0,28100.0,0.0
PET,10:38:35,Sell Down,1800.0,28100.0,0.0
PET,10:38:02,Sell Down,200.0,28100.0,0.0
PET,10:38:02,Sell Down,100.0,28100.0,0.0
PET,10:38:02,Sell Down,4700.0,28100.0,0.0
PET,10:36:22,Sell Down,300.0,28100.0,0.0
PET,10:36:22,Sell Down,200.0,28100.0,0.0
PET,10:35:35,Sell Down,500.0,28100.0,0.0
PET,10:35:35,Sell Down,100.0,28100.0,0.0
PET,10:34:00,Buy Up,900.0,28100.0,0.0
PET,10:34:00,Buy Up,100.0,28100.0,50.0
PET,10:30:22,Sell Down,1000.0,28050.0,-50.0
PET,10:26:31,Sell Down,8000.0,28100.0,0.0
PET,10:26:31,Sell Down,100.0,28100.0,0.0
PET,10:26:31,Sell Down,1900.0,28100.0,0.0
PET,10:24:51,Sell Down,1100.0,28100.0,0.0
PET,10:24:51,Sell Down,1000.0,28100.0,0.0
PET,10:24:51,Sell Down,900.0,28100.0,0.0
PET,10:24:32,Sell Down,300.0,28100.0,0.0
PET,10:23:27,Sell Down,700.0,28100.0,0.0
PET,10:23:19,Sell Down,100.0,28100.0,0.0
PET,10:23:19,Sell Down,100.0,28100.0,0.0
PET,10:23:19,Sell Down,300.0,28100.0,0.0
PET,10:20:49,Sell Down,5000.0,28100.0,-50.0
PET,10:19:32,Sell Down,4600.0,28150.0,0.0
PET,10:19:10,Buy Up,300.0,28150.0,0.0
PET,10:19:10,Buy Up,5000.0,28150.0,0.0
PET,10:19:10,Buy Up,100.0,28150.0,50.0
PET,10:18:07,Sell Down,200.0,28100.0,0.0
PET,10:18:07,Sell Down,1000.0,28100.0,0.0
PET,10:18:07,Sell Down,800.0,28100.0,0.0
PET,10:15:24,Sell Down,900.0,28100.0,0.0
PET,10:15:16,Buy Up,1100.0,28100.0,0.0
PET,10:15:16,Buy Up,3900.0,28100.0,0.0
PET,10:14:15,Buy Up,200.0,28100.0,0.0
PET,10:13:49,Buy Up,900.0,28100.0,0.0
PET,10:13:49,Buy Up,100.0,28100.0,0.0
PET,10:13:48,Buy Up,100.0,28100.0,0.0
PET,10:12:12,Buy Up,800.0,28100.0,0.0
PET,10:12:12,Buy Up,2500.0,28100.0,0.0
PET,10:12:12,Buy Up,300.0,28100.0,0.0
PET,10:12:12,Buy Up,1400.0,28100.0,0.0
PET,10:11:43,Buy Up,2000.0,28100.0,0.0
PET,10:11:15,Buy Up,200.0,28100.0,0.0
PET,10:11:04,Buy Up,1000.0,28100.0,50.0
PET,10:06:19,Sell Down,300.0,28050.0,0.0
PET,10:05:47,Sell Down,600.0,28050.0,-50.0
PET,10:05:06,Buy Up,5000.0,28100.0,50.0
PET,10:02:18,Sell Down,100.0,28050.0,0.0
PET,10:02:12,Sell Down,1000.0,28050.0,0.0
