time,open,high,low,close,volume,ticker
2013-01-02,9670,9890,9670,9890,168190,VCB
2013-01-03,9920,10130,9600,10130,500650,VCB
2013-01-04,9960,10490,9890,10380,501540,VCB
2013-01-07,9960,10670,9960,10670,1312740,VCB
2013-01-08,10880,11200,10700,11200,1035220,VCB
2013-01-09,10700,11270,10670,11270,1583320,VCB
2013-01-10,11310,11560,10920,11560,645400,VCB
2013-01-11,11700,11700,11380,11410,432980,VCB
2013-01-14,11200,11340,10950,11340,384930,VCB
2013-01-15,11170,11380,11090,11380,509000,VCB
2013-01-16,11200,11700,11200,11410,449000,VCB
2013-01-17,11560,11560,11200,11200,358750,VCB
2013-01-18,11380,11380,11170,11240,299790,VCB
2013-01-21,10950,11270,10950,11060,269410,VCB
2013-01-22,11090,11090,10880,10880,184710,VCB
2013-01-23,10850,10880,10560,10810,530180,VCB
2013-01-24,10850,11020,10810,11020,211230,VCB
2013-01-25,11020,11560,11020,11560,426490,VCB
2013-01-28,11560,11730,11520,11660,453400,VCB
2013-01-29,11700,12090,11630,12090,915570,VCB
2013-01-30,12090,12230,11950,12200,767730,VCB
2013-01-31,11910,12090,11910,12090,321460,VCB
2013-02-01,12020,12200,11660,12200,433080,VCB
2013-02-04,12200,12200,11950,11980,214910,VCB
2013-02-05,11980,11980,11810,11980,288720,VCB
2013-02-06,11980,12270,11980,12270,983270,VCB
2013-02-07,12270,12340,12200,12270,121570,VCB
2013-02-08,12340,12340,12230,12270,232830,VCB
2013-02-18,12270,12270,12200,12200,228560,VCB
2013-02-19,12160,12200,11980,12050,529020,VCB
2013-02-20,11630,12130,11630,12130,394040,VCB
2013-02-21,12160,12160,11380,11380,375710,VCB
2013-02-22,11380,11810,11200,11630,518270,VCB
2013-02-25,11560,11910,11560,11910,178380,VCB
2013-02-26,12350,12350,11400,11400,240960,VCB
2013-02-27,11400,11540,11280,11400,259470,VCB
2013-02-28,11620,12100,11510,11910,327730,VCB
2013-03-01,11910,11990,11840,11950,269070,VCB
2013-03-04,11950,12060,11800,11840,371070,VCB
2013-03-05,12020,12020,11650,11650,215070,VCB
2013-03-06,11650,11870,11650,11870,157520,VCB
2013-03-07,11870,11870,11760,11870,266560,VCB
2013-03-08,11910,11950,11840,11910,274220,VCB
2013-03-11,11800,11870,11650,11870,260040,VCB
2013-03-12,11760,11910,11760,11910,158530,VCB
2013-03-13,11950,11990,11870,11990,254430,VCB
2013-03-14,11990,12020,11800,11800,371790,VCB
2013-03-15,11760,12130,11760,12130,671530,VCB
2013-03-18,12130,12130,11910,12020,94990,VCB
2013-03-19,12020,12020,11840,11840,138660,VCB
2013-03-20,11840,11950,11800,11910,116040,VCB
2013-03-21,11990,11990,11840,11870,200370,VCB
2013-03-22,11800,11870,11690,11730,62100,VCB
2013-03-25,11730,11910,11730,11800,205300,VCB
2013-03-26,11800,11840,11730,11730,50010,VCB
2013-03-27,11650,11910,11580,11910,159520,VCB
2013-03-28,11950,11950,11730,11800,132670,VCB
2013-03-29,11800,11840,11430,11800,129060,VCB
2013-04-01,11620,11800,11620,11800,152250,VCB
2013-04-02,11800,11910,11760,11870,679970,VCB
2013-04-03,11950,11950,11730,11800,339260,VCB
2013-04-04,11650,11800,11650,11690,203140,VCB
2013-04-05,11800,11800,11400,11470,294150,VCB
2013-04-08,11470,11620,11470,11620,162030,VCB
2013-04-09,11510,11620,11470,11510,120270,VCB
2013-04-10,11510,11580,10730,10730,502130,VCB
2013-04-11,10770,11060,10690,10880,566150,VCB
2013-04-12,10840,10880,10510,10580,354980,VCB
2013-04-15,10510,10550,9960,10070,329800,VCB
2013-04-16,9920,10440,9660,10330,589680,VCB
2013-04-17,10070,10440,10070,10400,367680,VCB
2013-04-18,10180,10250,10070,10070,484490,VCB
2013-04-22,10030,10070,9850,9850,426580,VCB
2013-04-23,9850,10070,9850,9960,363270,VCB
2013-04-24,9960,10070,9810,9810,314110,VCB
2013-04-25,9960,10100,9960,10100,136300,VCB
2013-04-26,10250,10290,10100,10100,236810,VCB
2013-05-02,10140,10140,10030,10030,37320,VCB
2013-05-03,9960,10030,9960,10030,116280,VCB
2013-05-06,10140,10360,10070,10330,320990,VCB
2013-05-07,10360,10440,10250,10290,299510,VCB
2013-05-08,10290,10360,10250,10360,119680,VCB
2013-05-09,10360,10360,10220,10250,167260,VCB
2013-05-10,10250,10360,10100,10140,195930,VCB
2013-05-13,10070,10250,10070,10250,92860,VCB
2013-05-14,10180,10220,10030,10030,199140,VCB
2013-05-15,10100,10330,10070,10290,242740,VCB
2013-05-16,10330,10880,10290,10840,942020,VCB
2013-05-17,10690,10770,10550,10550,189370,VCB
2013-05-20,10550,10920,10550,10840,398580,VCB
2013-05-21,10880,11140,10840,10880,287420,VCB
2013-05-22,11060,11060,10880,10880,361120,VCB
2013-05-23,10880,10880,10510,10550,514520,VCB
2013-05-24,10690,10730,10440,10510,522000,VCB
2013-05-27,10690,11030,10690,10880,804540,VCB
2013-05-28,10990,10990,10880,10950,727480,VCB
2013-05-29,11030,11030,10920,10920,628100,VCB
2013-05-30,10950,11320,10920,11320,1205890,VCB
2013-05-31,11430,11580,11320,11400,689950,VCB
2013-06-03,11280,11470,11280,11430,401000,VCB
2013-06-04,11360,11430,11140,11140,651470,VCB
2013-06-05,11140,11280,11100,11280,334390,VCB
2013-06-06,11360,11620,11170,11540,388650,VCB
2013-06-07,11650,11840,11650,11800,594630,VCB
2013-06-10,11730,12020,11650,11690,698650,VCB
2013-06-11,11760,11760,11510,11540,706730,VCB
2013-06-12,11360,11620,11250,11250,743040,VCB
2013-06-13,11250,11430,11210,11400,303570,VCB
2013-06-14,11430,11470,11280,11280,497930,VCB
2013-06-17,11280,11580,11280,11280,482070,VCB
2013-06-18,11280,11510,11280,11430,434260,VCB
2013-06-19,11320,11470,11320,11430,284760,VCB
2013-06-20,11400,11400,11250,11400,606070,VCB
2013-06-21,11400,11430,11280,11360,1335940,VCB
2013-06-24,11210,11320,10810,10880,856880,VCB
