time,open,high,low,close,volume,ticker
2013-01-02,3190,3410,3190,3380,2578600,ACB
2013-01-03,3420,3480,3270,3320,1967200,ACB
2013-01-04,3310,3370,3270,3370,1170100,ACB
2013-01-07,3320,3420,3320,3370,1355700,ACB
2013-01-08,3340,3420,3310,3380,2180000,ACB
2013-01-09,3340,3560,3340,3540,3861400,ACB
2013-01-10,3540,3580,3470,3580,880700,ACB
2013-01-11,3720,3720,3560,3560,806200,ACB
2013-01-14,3600,3600,3470,3530,614300,ACB
2013-01-15,3560,3580,3440,3560,1310500,ACB
2013-01-16,3560,3680,3540,3560,1346900,ACB
2013-01-17,3560,3600,3500,3530,1068300,ACB
2013-01-18,3500,3500,3410,3480,679700,ACB
2013-01-21,3480,3480,3410,3420,341900,ACB
2013-01-22,3420,3440,3280,3320,738000,ACB
2013-01-23,3310,3340,3220,3320,331100,ACB
2013-01-24,3370,3410,3310,3380,333700,ACB
2013-01-25,3420,3500,3420,3440,786500,ACB
2013-01-28,3470,3540,3420,3470,1135900,ACB
2013-01-29,3470,3540,3440,3500,572800,ACB
2013-01-30,3530,3530,3470,3500,823600,ACB
2013-01-31,3440,3500,3420,3470,860100,ACB
2013-02-01,3420,3470,3420,3470,583900,ACB
2013-02-04,3470,3470,3420,3440,387200,ACB
2013-02-05,3440,3440,3380,3420,602000,ACB
2013-02-06,3410,3480,3410,3440,542700,ACB
2013-02-07,3470,3500,3420,3440,457800,ACB
2013-02-08,3470,3500,3440,3500,388500,ACB
2013-02-18,3480,3530,3440,3480,469400,ACB
2013-02-19,3480,3480,3420,3470,440200,ACB
2013-02-20,3410,3420,3320,3410,794100,ACB
2013-02-21,3410,3410,3210,3220,1450600,ACB
2013-02-22,3220,3320,3210,3280,725900,ACB
2013-02-25,3280,3310,3250,3280,279200,ACB
2013-02-26,3280,3280,3190,3210,1170100,ACB
2013-02-27,3190,3250,3170,3220,579700,ACB
2013-02-28,3250,3280,3220,3220,120800,ACB
2013-03-01,3250,3270,3220,3270,183700,ACB
2013-03-04,3250,3250,3190,3210,493100,ACB
2013-03-05,3190,3220,3170,3190,308000,ACB
2013-03-06,3150,3220,3130,3220,126600,ACB
2013-03-07,3190,3220,3190,3210,238100,ACB
2013-03-08,3190,3220,3170,3220,173900,ACB
2013-03-11,3090,3250,3090,3250,240000,ACB
2013-03-12,3270,3420,3210,3250,110600,ACB
2013-03-13,3250,3250,3210,3220,173900,ACB
2013-03-14,3210,3250,3210,3220,135300,ACB
2013-03-15,3220,3250,3210,3250,78200,ACB
2013-03-18,3220,3250,3210,3220,295500,ACB
2013-03-19,3220,3250,3210,3220,66000,ACB
2013-03-20,3220,3250,3220,3250,111200,ACB
2013-03-21,3250,3250,3210,3220,188800,ACB
2013-03-22,3220,3250,3210,3220,464500,ACB
2013-03-25,3220,3220,3190,3220,154200,ACB
2013-03-26,3220,3250,3190,3190,63700,ACB
2013-03-27,3210,3220,3150,3190,268300,ACB
2013-03-28,3220,3220,3190,3210,232000,ACB
2013-03-29,3220,3220,3170,3210,188300,ACB
2013-04-01,3170,3210,3170,3190,235700,ACB
2013-04-02,3210,3220,3190,3190,259400,ACB
2013-04-03,3220,3220,3170,3190,103700,ACB
2013-04-04,3190,3190,3150,3150,264100,ACB
2013-04-05,3190,3190,3130,3170,328400,ACB
2013-04-08,3170,3170,3110,3150,412400,ACB
2013-04-09,3130,3150,3110,3130,93600,ACB
2013-04-10,3130,3150,3110,3130,157400,ACB
2013-04-11,3110,3320,3110,3270,933300,ACB
2013-04-12,3250,3320,3210,3220,253600,ACB
2013-04-15,3250,3250,3150,3170,347300,ACB
2013-04-16,3170,3190,3130,3150,392200,ACB
2013-04-17,3110,3150,3090,3110,320700,ACB
2013-04-18,3110,3130,3090,3110,447500,ACB
2013-04-22,3110,3150,3110,3110,302400,ACB
